Should've Been A Cowboy,Toby Keith,Country,"I'll bet you never heard ol' Marshall Dillon say
""Miss Kitty have you ever thought of runnin' away?
Or settlin' down, would you marry me
If I asked you twice and begged you pretty please?""

She'd of said yes in a New York minute
They never tied the knot, his heart wasn't in it
He just stole a kiss, as he rode away
He never hung his hat up at Kitty's place

I should've been a cowboy
I should've learned to rope and ride
Wearin' my six-shooter
Ridin' my pony on the cattle drive
Stealin' the young girl's hearts
Just like Gene and Roy
Singin' those camp fire songs
Oh, I should've been a cowboy

I might have had a side-kick with a funny name
Runnin' wild through the hills chasin' Jesse James
Or ending up on the brink of danger
Ridin' shot-gun for the Texas rangers

Go west young man, haven't you been told
California's full of whiskey, women and gold
Sleepin' all night, beneath the desert stars
With a dream in my eye, and a prayer in my heart

I should've been a cowboy
I should've learned to rope and ride
Wearin' my six-shooter
Ridin' my pony on the cattle drive
Stealin' the young girl's hearts
Just like Gene and Roy
Singin' those camp fire songs
Oh, I should've been a cowboy

I should've been a cowboy
I should've learned to rope and ride
I'd be wearin' my six-shooter
Ridin' my pony on the cattle drive
Stealin' the young girl's hearts
Just like Gene and Roy
Singin' those camp fire songs
Oh, I should've been a cowboy
Yeah, I should've been a cowboy
I should've been a cowboy"
Miller's Cave,Hank Snow,Country,"(Dark old cave Miller's Cave)
Way down in the state of Georgia through the swamps and everglades
There's a hole in Tiger Mountain God help the man who gets lost in Miller's Cave
I had a girl in way cross Georgia but she had unfaithful ways
Made me feel I was unwanted like the birds and the bears in Miller's Cave
(Miller's Miller's Miller's Miller's Cave)

I couldn't stand the way she did me couldn't take her lowdown ways
Before I'll stay with the cheating woman I'll go live with the bears in Miller's Cave
I caught her out one Sunday morning with the man they call Big Dave
Meanest man in way cross Georgia I'd rather fight a mountain lion in Miller's Cave
(Miller's Miller's Miller's Miller's Cave)

I said you'll pay both you and Davy I must see you in your graves
They laughed at me and then I shot 'em
I took their cheatin' skin and bones in Miller's Cave
That woman made me feel unwanted but I showed her I was brave
Most wanted man in the state of Georgia
But they'll never find me 'cause I'm lost in Miller's Cave
(Dark old cave Miller's Cave)"
Good Hearted Woman,Willie Nelson,Country,"A long time forgotten
Are dreams that just felt by the way
And the good life he promised
Is not what she's living to day
But she never complains of
The bad times or bad things he's done
She's just talks about the good times
They've had and all the good times to come

She's a good hearted woman
In love with a good timin' man
And she loves him in spite of his ways
That she don't understand
And through teardrops and laughter
They'll pass though his world hand in hand
This good hearted woman
In love with her good timin' man

Now he likes the night life
The brightlights and good timin' friends
And when the party's all over
She welcome him back home again
Though she don't understand him
She does the best that she can
This good hearted woman
In love with her good timin' man

She's a good hearted woman
In love with a good timin' man
And she loves him in spite of his ways
That she don't understand
And through teardrops and laughter
They'll pass though his world hand in hand
This good hearted woman
In love with her good timin' man

She's a good hearted woman
In love with a good timin' man
And she loves him in spite of his ways
That she don't understand..."
The King of Oak Street,Kenny Rogers,Country,"Like a leaf caught in the wind he drifted a while
With no purpose or direction too his life
He tried to get himself together and pacify his mind
And forget about the things he left behind.

The cryin' woman standing helpless in his door
With a two month old baby in her arms
His little black book laying torn up on the floor
And God only knows he never meant to do her wrong.

A careless weekend on the other side of town
Has torn the king of Oak Street's Castle down
And all week long he's tried to call her but she won't let him explain
Now Sunday morning finds him walking in the rain.

He sits down in a phone booth and he prays
That she'll forgive him and she'll believe he's changed his ways
With shaking hand he deposits his last dime
And he's still praying that she won't hang up this time.

Then the sweetest voice he's ever heard says hello
Breakfast's almost ready baby, come on home
I've thought the whole thing over and I think I understand
That the king of Oak Street is just an ordinary man.

I've thought the whole thing over and I think I understand
That the king of Oak Street is just an ordinary man..."
The King of Oak Street,Kenny Rogers,Country,"Like a leaf caught in the wind he drifted a while
With no purpose or direction too his life
He tried to get himself together and pacify his mind
And forget about the things he left behind.

The cryin' woman standing helpless in his door
With a two month old baby in her arms
His little black book laying torn up on the floor
And God only knows he never meant to do her wrong.

A careless weekend on the other side of town
Has torn the king of Oak Street's Castle down
And all week long he's tried to call her but she won't let him explain
Now Sunday morning finds him walking in the rain.

He sits down in a phone booth and he prays
That she'll forgive him and she'll believe he's changed his ways
With shaking hand he deposits his last dime
And he's still praying that she won't hang up this time.

Then the sweetest voice he's ever heard says hello
Breakfast's almost ready baby, come on home
I've thought the whole thing over and I think I understand
That the king of Oak Street is just an ordinary man.

I've thought the whole thing over and I think I understand
That the king of Oak Street is just an ordinary man..."
Coward Of The County,Kenny Rogers,Country,"Evryone considered him the coward of the county
He'd never stood one single time to prove the county wrong
His mama named him Tommy; the folks just called him 'Yellow'
But something always told me they were reading Tommy wrong

He was only ten years old when his daddy died in prison
I looked after Tommy 'cause he was my brother's son
I still recall the final words my brother said to Tommy
""Son, my life is over, but yours is just begun""

""Promise me, son, not to do the things I've done
Walk away from trouble if you can
It won't mean you're weak if you turn the other cheek
I hope you're old enough to understand
Son, you dont have to fight to be a man""

There's someone for everyone, and Tommy's love was Becky
In her arms, he didn't have to prove he was a man
One day, while he was workin', the Gatlin boys came callin'
They took turns at Becky; there was three of them

Tommy opened up the door and saw his Becky cryin'
The torn dress, the shattered look was more than he could stand
He reached above the fireplace and took down his daddy's picture
As his tears fell on his daddy's face, he heard these words again:

""Promise me, son, not to do the things I've done
Walk away from trouble if you can
It won't mean you're weak if you turn the other cheek
I hope you're old enough to understand
Son, you dont have to fight to be a man""

The Gatlin boys just laughed at him when he walked into the barroom
One of them got up and met him halfway 'cross the floor
When Tommy turned around they said, ""Hey look! Ol' yellow's leavin'""
But you coulda heard a pin drop when Tommy stopped and blocked the door

Twenty years of crawlin' was bottled up inside him
He wasn't holdin nothin' back; he let 'em have it all
When Tommy left the barroom, not a Gatlin boy was standin'
He said, ""This one's for Becky,"" as he watched the last one fall
And I heard him say

""I promised you, dad, not to do the things you done
I walk away from trouble when I can
Now please dont think I'm weak, I didn't turn the other cheek
And papa, I sure hope you understand
Sometimes you gotta fight when youre a man""

Everyone considered him the coward of the county"
I'm Just A Man,Jason Aldean,Country,"I'm a blue collar man had a hammer in my hand
For the last few years of my life
Working double overtime
While you sleep alone at night
Baby I know it's been a long hard ride
Sometimes I forget to say I love you
But baby please know that I do, Yeah

I live this life everyday
I make my share of mistakes
And every lesson I've learned
I've learned the hard way
I do the best that I can
And I hope you understand
After all, I'm just a man

I found a postcard that you've saved
That's turned yellow with age
Of a beautiful place in the sun
We've been saying every year that we're gonna go there
And run away just the two of us
Well I put that picture back on your dresser
Grab my keys, I got to get back to work, Yeah

I live this life everyday
I make my share of mistakes
And every lesson I've learned
I've learned the hard way
I do the best that I can
And I hope you understand
After all, I'm just a man

I live this life everyday
I make my share of mistakes
And every lesson I've learned
I've learned the hard way
I do the best that I can
And I hope you understand
After all, I'm just a man

After all, I'm just a man
That's all I am
Baby I'm just a man"
Ride,Martina McBride,Country,"Yeah ah yeah

You wake up from your dream and, and you don't want to face the day
You can't find a reason to think your world will ever change
You can hide beneath the covers
Or you can run outside head up high and carry on

Life is a roller coaster ride
Time Turns a Wheel and Love Collides
Faith is believing you can close your eyes and touch the sky.
So Shine while you have the chance to shine
Laugh even when you want to cry
Hold on tight to what you feel inside and ride...

It brings you up slowly then shoot you like a rocket towards the ground
It twists and it shakes you before it turns you upside down
You can't see what's around the corner
And You can't look back, so just live it up and feel the rush

Life is a roller coaster ride
Time Turns a Wheel and Love Collides
Faith is believing you can close your eyes and touch the sky.
So Shine while you have the chance to shine
Laugh even when you want to cry
Hold on tight to what you feel inside and ride...

Ride, ride, ah yeah, yeah

Oh yeah

Shine while you have the chance to shine
Laugh even when you want to cry
Hold on tight to what you feel inside and ride

Ride, ride, yeah, yeah, yeah, yeah!"
Let's Take The Long Way Around The World,Ronnie Milsap,Country,"In the daily rush of things
If we stop to think it seems
We never have time alone

Doing things we have to do
Not much time for me and you
Before me know it, it will all be gone

Let's take the long way around the world
Sharing each other as we go
Let's take the long way around the world
And let's take it real slow

I get hungry just to talk
Take your hand and take a wake
I never have you to myself enough

The two of us are really one
And when it's all said and done
The only thing that really lasts is love

Let's take the long way around the world
Sharing each other as we go
Let's take the long way around the world
And let's take it real slow (Repeat twice to fade)"
Right After The Dance,Buck Owens,Country,"Well, I would if I could and if I got the chance
Make love to you right after the dance
We'll park by the river underneath the moon
On my old guitar I'll play you a tune

Things will be right and the moon will be bright
And maybe you'll let me hold you tight
Stick around baby and give me the chance
To make love to you right after the dance

Well, we won't quarrel and we won't fight
And maybe we'll stay out all the night
I'll hug and kiss you if you'll give me the chance
To make love to you right after the dance

We'll bill and coo and pitch a little woo
And maybe you'll say, Oh yes, I do
Well, I'll be the teacher if you'll take a chance
And we'll have call for preacher right after the dance"
Right After The Dance,Buck Owens,Country,"Well, I would if I could and if I got the chance
Make love to you right after the dance
We'll park by the river underneath the moon
On my old guitar I'll play you a tune

Things will be right and the moon will be bright
And maybe you'll let me hold you tight
Stick around baby and give me the chance
To make love to you right after the dance

Well, we won't quarrel and we won't fight
And maybe we'll stay out all the night
I'll hug and kiss you if you'll give me the chance
To make love to you right after the dance

We'll bill and coo and pitch a little woo
And maybe you'll say, Oh yes, I do
Well, I'll be the teacher if you'll take a chance
And we'll have call for preacher right after the dance"
Where Do The Nights Go,Ronnie Milsap,Country,"Without you in my life every night seemed like a lifetime.

The clock on the wall never seemed to move at all
Or was it just my mind.
Now with you here in my arms, I wanna make it last
But the time is flying by and the morning's coming fast.

Where do the nights go, when I'm with you
Where do the nights go, when I wanna kiss you and hold you tight
Is this what love feels like?Your heart beats like thunder
Every moment you wonder, where do the nights go?
Where do the nights, where do the nights go?

If I had a time machine, I'd make the daylight seem like fleeting moments
And every single night would be exactly like the night that we spent
But it won't be long until I'm alone with my desire
'Cause the stars are going out and my heart is still on fire,
Tell me where do the nights go, when I'm with you
Where do the nights go, where do the nights,
Where do the nights go?

Where do the nights go, when I'm with you
Where do the nights go, when I wanna kiss you and hold you tight
Is this what love feels like? Your heart beats like thunder
Every moment you wonder, where do the nights go?
Where do the nights, where do the nights go?

Now with you here in my arms, I wanna make it last
But the time is flying by and the morning's coming fast, tell me.

Where do the nights go, when I'm with you
Where do the nights go, when I wanna kiss you and hold you tight
Is this what love feels like?Your heart beats like thunder
Every moment you wonder, where do the nights go?
Where do the nights, where do the nights go?

Tell me where do the nights go.
Tell me where do the nights go.
Tell me where do the nights go..."
Hard Livin',Keith Whitley,Country,"Well you can call out the sheriff and the highway patrol
Cause there's a fool on the road careenin' out of control
Hard liquor fast women I just can't let 'em be
Lord I wish hard livin' didn't come so easy for me

Well I keep my motor runnin' got my beer on the ice
And my idea of heaven is a pair of dice
Seven come on eight set this poor boy free
Lord I wish hard livin' didn't come so easy for me

Bright lights Saturday night I had a couple and I'm feeling alright
My cupcake she can wiggle and shake spend more money than anybody make

So give me a shot of that octane juice
You know where ain't no cure for the honky tonk blues
And if they come up with somethin' I'll develop an immunity
And I wish hard livin' didn't come easy for me

Out on the town just a foolin' around
Hey I got my mind on the lost and found
Step up no need to be shy
All right pretty women you got the ticket to ride

When my tires are flat and I'm out of gas
I promise myself I'll let the next one pass
Lord I wish that a promise didn't break so easily
And I wish hard livin' didn't come easy for me
Hey I wish hard livin' didn't come easy for me"
The Love Between A Woman And A Man,Chris Cagle,Country,"Way back home where the cyprass grew
In a clapboard shack on the black bayou
Lived a women and a man that I called mom and dad
And times were hard and times were tough
We barely had nothin' but we didn't need much
Except for the love a women and a man
And daddy worked his fingers to the bone
But I know my momma was the reason he was strong

Everybody knows if the cold wind blows
The seeds don't sprout and the crops wont grow
Even though you've done the best you can
And when you're livin' in a house that you don't own
And the money in the bank is almost gone
The only thing in life I know that stands
Is the love between a women and a man

Well I grew up workin like my daddy did
Broke the land with my hands and the money rolled in
But it wasn't enough and I did not understand, no
You see the only thing that matters that money can't buy
And when it gets right down to the bottom line
It's the love you find between a women and a man

Everything daddy said was true
Cause my life was not complete until I found you

Everybody knows if the cold wind blows
The seeds don't sprout and the crops wont grow
Even though you've done the best you can
And when you're livin' in a house that you don't own
And the money in the bank is almost gone
The only thing in life I know that stands
Is the love between a women and a man

Everybody knows if the cold wind blows
The seeds don't sprout and the crops wont grow
Even though you've done the best you can
And when you're livin' in a house that you don't own
And the money in the bank is almost gone
The only thing in life I know that stands
Is the love between a women and a man

Only thing in life that stands
Is the love between a women and a man"
(There's) No Gettin' Over Me,Ronnie Milsap,Country,"Well, you can walk out on me tonight
If you think that it ain't feeling right
But darling, there's ain't no getting over me.

Well, you can say that you need to be free
But there ain't no place that I won't be
Sweet darling, there ain't no getting over me.

I'll be the bill you forgot to pay
I'll be the dream that keeps you awake
I'll be the song on the radio
I'll be the reason that you tell the boys no.

Don't you know you can tell everyone that we're through
You might even believe it too
But darling, there's ain't no getting over me
Sweet darling, there ain't no getting over me.

I'll be the face that you see in the crowd
I'll be the times that you cry out loud
I'll be the smile when there's no one around
I'll be the book that you just can't put down
So you can walk out on me tonight.

If you think that it ain't feeling right
But darling, there's ain't no getting over me
You'll see sweet darling, there's ain't no getting over me
No, no, no, no, No Darling, there ain't no getting over me.

Ooh mmmm
Mmmm No darling, there ain't no getting over me.

Ooh darling, there ain't no getting over me..."
Getting Ready,Miranda Lambert,Country,"Oh baby, I'm gettin' ready
I'm gettin' ready to let you go
My hands are shakin' my hearts unscathed
Oh how I was a lucky soul

I know all the magic's gone
Wish I had a magic wand
I would put a spell on you
You would see it as I do

Oh wo oh wo oh wo oh
I'm getting ready to let you go
Oh wo oh wo wo oh wo oh
I'm getting ready to let you go

Oh baby you're my ??
I was just your cigarette
I was nothing you could be proud of
I have lost my self respect


My self respect, self respect
I have lost my self respect
Oh wo oh wo wo oh wo oh
I'm getting ready to let you go
Oh wo oh wo wo oh wo oh
I'm getting ready to let you go

Oh baby, baby I got no traction
I've been waiting and waiting and waiting for your reaction
So I tried a new direction
I'm gonna get my self a resurrection
I'm getting ready, I'm getting ready,
I'm getting ready to let you go
I'm getting ready, I'm getting ready,
I'm getting ready to let you go

Let you go"
It Wasn't God Who Made Honky Tonk Angels,Kitty Wells,Country,"As I sit here tonight the jukebox's playing
The tune about the wild side of life
As I listen to the words you are saying
It brings mem'ries when I was a trustin' wife

It wasn't God who made honky tonk angels
As you said in the words of your song
Too many times married men think they're still single
That has caused many a good girl to go wrong

It's a shame that all the blame is on us women
It's not true that only you men feel the same
From the start most every heart that's ever broken
Was because there always was a man to blame

It wasn't God who made..."
Sunday In The South,Shenandoah,Country,"Mill worker houses lined up in a row,
Another southern Sunday morning blow
Beneath the steeple all the people have begun
Shakin' hands with the man who grips the gospel gun
While the quiet prayer, the smell of dinner on the ground
Heals up the morning air, ain't nothin' sweeter around

I can almost hear my mama pray:
""Oh lord forgive us when we doubt,""
Another sacred Sunday in the south

A ragged rebel flag flies high above it all
Popping in the wind like an angry cannon ball
The holes of history are cold and still,
But they smell the powder burnin' and they probably always will

And on the old town square under the barber shop pole,
They sat me up in the chair when I was four years old

I can almost hear my papa say:
""Won't you hold still son, stop squirmn' around
Another sacred sundays coming down""

I can almost hear the old folks say:
""You'll make it big one day, you'll leave this town,""
Some other lazy Sunday you'll come back around

I can feel the evening sun go down,
And all the lights in the houses one by one go out
Softly in the distance nothing stirs about
And the night is filled with the sound of a whipporwil

On a Sunday in the south"
The Way It Is,Laura Cantrell,Country,"It was a beautiful idea when it started,
It hit so hard, I never thought it through.
Leaving the west side of town,
Way on up riverside rushing down,
That's the freest moment a city girl knew.

I've got the beauty of the moment,
Passed so quickly,
Now the tingle and the chill got me confused.
So as I buckle down, why knuckle you 'round.
Those free moments feel so fare and few.

That's just the way it is
That's just the way it is
An I can't help myself at all
That's just the way it is

I see you crossing the street,
Come and meet me.
Like an image come to mind too long ago.
Well there's a smile across your mouth
Those eyes are looking south.
If I could see them what would they let me know?

That's just the way it is
That's just the way it is
An I can't help myself at all
That's just the way it is

I looked and found them lost and started
I've sown and reeded and plowed the ground once more
I laid my hammer down, wandered this city all around
Ended up on the streets I walked before

That's just the way it is
That's just the way it is
An I can't help myself at all
That's just the way it is

That's just the way it is
That's just the way it is
An I can't help myself at all
That's just the way it is"
When We All Get To Heaven,Alan Jackson,Country,"Sing the wondrous love of Jesus;
Sing his mercy and his grace.
In the mansions bright and blessed
He'll prepare for us a place.

When we all get to heaven,
What a day of rejoicing that will be!
When we all see Jesus,
We'll sing and shout the victory!

Onward to the prize before us!
Soon his beauty we'll behold;
Soon the pearly gates will open;
We shall tread the streets of gold.

When we all get to heaven,
What a day of rejoicing that will be!
When we all see Jesus,
We'll sing and shout the victory!"
Silver Eagle,Merle Haggard & George Jones,Country,"Well, he rides into town on the back of a big silver eagle
Strapped to his shoulders are the burden of staying on top
And the lines in his face tell the story of an uphill flight
You can tell how he feels day by day by the songs that he writes

He's loved by millions, somehow he's their prisoner as well
As he rides down the road in his ten-wheel aluminum cell
Now he lives for the day that the eagle will carry him home
'Cause the glamor is over nearly all of his seeds have been flown

Letting go silver eagle, there must be a better way of life
For this great American poet who's singing his songs about
The everyday working man's life

One night on the road just south of the Idaho line
We were smoking some contracts and attempting to alter our minds
Then just before daylight Hag pushed back his hat and he said
""I wouldn't put in too much emphasis on being a star
Can we do a little bit of living instead?""

Letting go silver eagle, there must be a better way of life
For this great American poet who's singing his songs about
The everyday working man's life
Letting go silver eagle, there must be a better way of life
This great American poet who's singing his songs about..."
House down the block,Buck Owens,Country,"The house my family lives in just down the block
Many times I passed there but I never stopped
I go on all alone a wishin' I could be
In that house down the block with my family

When we meet upon the street I just bow my head
They don't know how often I wish that I was dead
To our name I brought the shame but still I long to be
In that house down the block with my family

When Gabriel blows his trumpet and time will be no more
When mem'ries fade, my daddy's faith I'll walk up to the door
The tears that fall won't start at all and God will let me be
In that house down the block with my family..."
House down the block,Buck Owens,Country,"The house my family lives in just down the block
Many times I passed there but I never stopped
I go on all alone a wishin' I could be
In that house down the block with my family

When we meet upon the street I just bow my head
They don't know how often I wish that I was dead
To our name I brought the shame but still I long to be
In that house down the block with my family

When Gabriel blows his trumpet and time will be no more
When mem'ries fade, my daddy's faith I'll walk up to the door
The tears that fall won't start at all and God will let me be
In that house down the block with my family..."
I Love You A Thousand Ways,Lefty Frizzell,Country,"I love you, I'll prove it in days to come
I swear it's true, darlin', you're the only one
I think of you, of the past and all our fun
I love you, I'll prove it in days to come

You're my darling, you've been true
I should have been good to you
You're the one that's in my heart
While we're apart

I'll be true, I'll prove it to you someday
I love you, in my heart you'll always stay
I've been so blue and lonesome all these days
I love you, I'll prove it a thousand ways

I'll be nice and sweet to you
And no more will you be blue
I'll prove I love you every day
All kinds of ways

So, darlin' please wait, please wait until I'm free
There'll be a change, a great change made in me
I'll be true, there'll never be blue days
I love you, I'll prove it a thousand ways"
I Believe In You,Don Williams,Country,"I don't believe in superstars
Organic food and foreign cars
I don't believe the price of gold
The certainty of growing old
That right is right and left is wrong
That north and south can't get along
That east is east and west is west
And bein' first is always best.

But I believe in love
I believe in babies
I believe in mom and dad
And I believe in you.

Well, I don't believe that heaven waits
For only those who congregate
I'd like to think of God as love
He's down below
He's up above
He's watchin' people everywhere
He knows who does and doesn't care
And I'm an ordinary man
Sometimes I wonder who I am.

But I believe in love
I believe in music
I believe in magic
And I believe in you.

I know with all my certainty
What's goin' on with you and me
Is a good thing
It's true
I believe in you.

I don't believe virginity
Is as common as it used be
In workin' days and sleepin' nights
That black is black and white is white
That Superman and Robinhood
Are still alive in Hollywood
That gasoline's in short supply
The risin' cost of gettin' by

But I believe in love
I believe in old folks
I believe in children
I believe in you.

I believe in love
I believe in babies
I believe in mom and dad
And I believe in you."
I Want To Live,John Denver,Country,"There are children raised in sorrow
On a scorched and barren plain
There are children raised beneath the golden sun
There are children of the water
And children of the sand
And they cry out through the universe
Their voices raised as one

I want to live I want to grow
I want to see I want to know
I want to share what I can give
I want to be I want to live

Have you gazed out on the ocean
Seen the breaching of a whale?
Have you watched the dolphins frolic in the foam?
Have you heard the song the humpback hears five hundred miles away
Telling tales of ancient history of passages and home?

I want to live I want to grow
I want to see I want to know
I want to share what I can give
I want to be I want to live

For the worker and the warrior the lover and the liar
For the native and the wanderer in kind
For the maker and the user and the mother and her son
I am looking for my family and all of you are mine

We are standing all together
Face to face and arm in arm
We are standing on the threshold of a dream
No more hunger no more killing
No more wasting life away
It is simply an idea
And I know its time has come

I want to live I want to grow
I want to see I want to know
I want to share what I can give
I want to be I want to live"
Memory Of Me,Holly Williams,Country,"(Holly Williams)

Love no more, I have got a prayer
I ask forgiveness everywhere
Devil unseen, please stop bothering me
I've got a broken man to repair

Brakes aren't working now
I'm trying to stop this train
Of desperation, loneliness and pain

Nothing's up ahead, the lights are supposed to be there
And you probably think I never cared
I hope to God one day you find some peace
With the memory of me

Now it's all in your head, and I'm the one at fault
Maybe I never loved you at all
I'd like to say I did, but I just don't know how
My heart could do the damage I allowed
The victim of my youth, the soldier of my dread
And I left all those tears in your bed
I hope to God one day you'll find some peace
With the memory me

My potential is improving, my reckless days more calm
I know you won't believe me when I'm singing you this song
Damn I wanted to please you, I just didn't have the will
I was never looking for someone to keep me still...
Now I see

So if you pass this way again, if you feel the need
I'd love to hear the words that wait for me
But you don't need my sympathy, you're stronger than I think"
Funny How Time Slips Away,Willie Nelson,Country,"Well, hello there
My, it's been a long, long time
How am I doing?
Oh, I guess that I'm doing fine
It's been so long now
But it seems now, that it was only yesterday
Gee, ain't it funny how time slips away?

How's your new love?
I hope that he's doin' fine
I heard you told him
That you'd love him till the end of time
Now, that's the same thing that you told me
Seems like just the other day
Gee, ain't it funny how time slips away?

I gotta go now
I guess I'll see you around
Don't know when though
Never know, when I'll be back in town
But remember, what I tell you
In time you're gonna pay
And it's surprising how time slips away"
Funny How Time Slips Away,Willie Nelson,Country,"Well, hello there
My, it's been a long, long time
How am I doing?
Oh, I guess that I'm doing fine
It's been so long now
But it seems now, that it was only yesterday
Gee, ain't it funny how time slips away?

How's your new love?
I hope that he's doin' fine
I heard you told him
That you'd love him till the end of time
Now, that's the same thing that you told me
Seems like just the other day
Gee, ain't it funny how time slips away?

I gotta go now
I guess I'll see you around
Don't know when though
Never know, when I'll be back in town
But remember, what I tell you
In time you're gonna pay
And it's surprising how time slips away"
Oh Romeo,Mindy McCready,Country,"(Matraca Berg/Gary Harrison)

Juliet waits at the border
Of a creek without a corner
Gazes into the dark
Was it the moon or only
Her fear of being lonely
That gave her leave of her heart?
Oh- oh-oh

Oh Romeo (Romeo)
Who would lay down her life? (Romeo)
Swallow the poison, pick up the knife
Maybe I cried (maybe I cried)
Just a teardrop or two (tear or two)
I would not die for you
I would not die for you

Just another romantic depressant
Giving in she becomes obsessive
Maybe this time I'll learn
Life's like a box of matches
Sometimes the whole thing catches
And all you can do is watch it burn
Oh-oh-oh

Oh Romeo (Romeo)
Who would lay down her life? (Romeo)
Swallow the poison, beck of the night
Maybe I cried (maybe I cried)
Just a teardrop or two (tear or two)
I would not die for you
I would not die for you

La la la la la la la la la la la la la la la
La la la la la la la la la la la la la la la

Juliet waits at the border
Contemplates the new world order

Oh Romeo (Romeo)
Who would lay down her life? (Romeo)
Swallow the poison, beck of the night
Maybe I cried (maybe I cried)
Just a teardrop or two (tear or two)
I would not die for you
I would not die for you

I would not die for you
Oh Romeo, oh Romeo, oh Romeo, oh Romeo"
Tennessee Flat Top Box,Rosanne Cash,Country,"In a little cabaret
In a south Texas border town
Sat a boy and his guitar
And the people came from all around
And all the girls
From there to Austin
Were slippin' away from home
And puttin' jewelry and hopped to take the trip
To go and listen
To the little dark-haired boy who played the
Tennessee flat top box
And he would play

Well he couldn't ride or wrangle
And he never cared to make it down
But give him his guitar
And he'd be happy all the time
And all the girls
From nine to ninety
Were snappin' fingers
Tappin' toes
And beggin' him don't stop
And hypnotized
And fascinated
By the little dark-haired boy who played the
Tennessee flat top box
And he would play

Then one day he was gone
And no one ever saw him 'round
He vanished like the breeze
They forgot him in the little town
But all the girls
Still dreamed about him
And hung around
The cabaret until the doors were locked
And then one day
On the hit parade
Was the little dark-haired boy who played the
Tennessee flat top box
And he would play"
The Rhumba Boogie,Hank Snow,Country,"Well come all you children give a listen to me
Let me tell you 'bout a new boogie beat
There's no hesitation and it's sweepin' the nation
It's the Rhumba Boogie down the South American way

While Madame Lozonga was teachin' La Conga
In her little cabana in old Havana
We were doing the Charleston and Ballin' the Jack
Then that Old Black Bottom till they started the Jitterbug Rag

Then across the water came Cuban Pete
He started the boogie to the rhumba Beat
It's the Rhumba Boogie let's give it a whirl
While he plays the Boogie in the South American style

Break (guitar)

Well you step out together then you circle around
Count one two three then put your right foot down
Then you circle your lady as you swing and you sway
To the Rhumba Boogie in the South American way

When that old piano it starts to ring
Everybody then starts to sing
To the Rhumba Boogie done the tropical style
It's the Rhumba Boogie and they're doin' it all of the while

Well the guy responsible for leadin' the band
He yells do your stuff it's the best in the land
It's the Rhumba Boogie let's dance it a while
To the boogie woogie done the Rhumba Cuban all style

Break (guitar)

While Madame Lozonga was teachin' La Conga
In her little cabana in old Havana
The folks in old Mexico where doin' the tango
And we were steppin' to the rhythm of an old guitar

'Til across the water came Cuban Pete
He started to boogie to the rhumba beat
It's the Rhumba Boogie let's dance it a while
To the Rhumba Boogie done the Rhumba Cuban all style"
Cross The Brazos At Waco,Billy Walker,Country,"On the Chisholm Trail it was midnight Carmela was strong on his mind
Because of the life he had chosen Carmela had left then behind
Too long he'd been a bandito Carmela had left him alone
But today someone brought a message she'd be seen in old San Antone
Cross the Brazos at Waco ride hard and I'll make it by dawn
Cross the Brazos at Waco I'm safe when I reach San Antone

He glanced back over his shoulder the posse were nowhere in sight
He'd sent for Carmela to meet him at the banks of the Brazos tonight
She was waiting and he kept the promise he'd made such a long time ago
As he dropped the guns that she hated in the muddy Brazos below
Cross the Brazos at Waco ride hard and I'll make it by dawn
Cross the Brazos at Waco I'll walk straight in old San Antone

Then the night came alight with gun fire he knew that at last he'd been found
As the ranger's badge shoot brightly el bandito laid on the ground
Carmela knew he was dying that all of her dreams were in vain
As she kissed his lips for the last time she heard him whisper again
Cross the Brazos at Waco ride hard and I'll make it by dawn
Cross the Brazos at Waco I'm safe when I reach San Antone

I'm safe when I reach San Antone"
Cross The Brazos At Waco,Billy Walker,Country,"On the Chisholm Trail it was midnight Carmela was strong on his mind
Because of the life he had chosen Carmela had left then behind
Too long he'd been a bandito Carmela had left him alone
But today someone brought a message she'd be seen in old San Antone
Cross the Brazos at Waco ride hard and I'll make it by dawn
Cross the Brazos at Waco I'm safe when I reach San Antone

He glanced back over his shoulder the posse were nowhere in sight
He'd sent for Carmela to meet him at the banks of the Brazos tonight
She was waiting and he kept the promise he'd made such a long time ago
As he dropped the guns that she hated in the muddy Brazos below
Cross the Brazos at Waco ride hard and I'll make it by dawn
Cross the Brazos at Waco I'll walk straight in old San Antone

Then the night came alight with gun fire he knew that at last he'd been found
As the ranger's badge shoot brightly el bandito laid on the ground
Carmela knew he was dying that all of her dreams were in vain
As she kissed his lips for the last time she heard him whisper again
Cross the Brazos at Waco ride hard and I'll make it by dawn
Cross the Brazos at Waco I'm safe when I reach San Antone

I'm safe when I reach San Antone"
